"text","transcription",lang,text2,transcription2,lang2,"translation","category","partOfSpeech"
"refuse","[ˌriːˈfjuːz]",,,,,"отказываться","Общение","Глаголы"
"express","[ɪksˈprɛs]",,,,,"выражать","Общение","Глаголы"
"settle","[ˈsɛtl]",,,,,"улаживать","Общение","Глаголы"
"cry","[kraɪ]",,,,,"плакать","Общение","Глаголы"
"insist","[ɪnˈsɪst]",,,,,"настаивать","Общение","Глаголы"
"ignore","[ɪgˈnɔː]",,,,,"игнорировать","Общение","Глаголы"
"deny","[dɪˈnaɪ]",,,,,"отрицать","Общение","Глаголы"
"promise","[ˈprɒmɪs]",,,,,"обещать","Общение","Глаголы"
"demand","[dɪˈmɑːnd]",,,,,"требовать","Общение","Глаголы"
"welcome","[ˈwɛlkəm]",,,,,"приветствовать","Общение","Глаголы"
"invite","[ɪnˈvaɪt]",,,,,"приглашать","Общение","Глаголы"
"repeat","[rɪˈpiːt]",,,,,"повторять","Общение","Глаголы"
"recommend","[ˌrɛkəˈmɛnd]",,,,,"рекомендовать","Общение","Глаголы"
"propose","[prəˈpəʊz]",,,,,"предлагать","Общение","Глаголы"
"declare","[dɪˈkleə]",,,,,"объявлять","Общение","Глаголы"
"matter","[ˈmætə]",It doesn't matter,,,,"иметь значение","Общение","Глаголы"
"judge","[ˈʤʌʤ]",,,,,"судить","Общение","Глаголы"
"ensure","[ɪnˈʃʊə]",,,,,"гарантировать","Общение","Глаголы"
"challenge","[ˈʧælɪnʤ]",,,,,"бросать вызов","Общение","Глаголы"
"warn","[wɔːn]",,,,,"предупреждать","Общение","Глаголы"
"influence","[ˈɪnflʊəns]",,,,,"влиять","Общение","Глаголы"
"blame","[bleɪm]",,,,,"винить","Общение","Глаголы"
"complain","[kəmˈpleɪn]",,,,,"жаловаться","Общение","Глаголы"
"back","[bæk]",,,,,"отступать","Общение","Глаголы"
"cite","[saɪt]",,,,,"цитировать","Общение","Глаголы"
"emphasize","[ˈɛmfəsaɪz]",,,,,"подчеркивать (делать ударение на чем-то)","Общение","Глаголы"
"decline","[dɪˈklaɪn]",,,,,"отклонять","Общение","Глаголы"
"accuse","[əˈkjuːz]",,,,,"обвинять","Общение","Глаголы"
"reject","[rɪˈʤɛkt]",,,,,"отвергать","Общение","Глаголы"
"convince","[kənˈvɪns]",,,,,"убеждать","Общение","Глаголы"
"approve","[əˈpruːv]",,,,,"подтверждать","Общение","Глаголы"
"list","[lɪst]",,,,,"перечислять","Общение","Глаголы"
"permit","[pəˈmɪt]",,,,,"разрешать","Общение","Глаголы"
"scream","[skriːm]",,,,,"кричать","Общение","Глаголы"
"shout","[ʃaʊt]",,,,,"выкрикивать","Общение","Глаголы"
"inform","[ɪnˈfɔːm]",,,,,"информировать","Общение","Глаголы"
"bother","[ˈbɒðə]",,,,,"беспокоить","Общение","Глаголы"
"reply","[rɪˈplaɪ]",,,,,"отвечать","Общение","Глаголы"
"resolve","[rɪˈzɒlv]",,,,,"решать","Общение","Глаголы"
"contact","[ˈkɒntækt]",,,,,"контактировать","Общение","Глаголы"
"interview","[ˈɪntəvjuː]",,,,,"брать интервью","Общение","Глаголы"
"quote","[kwəʊt]",,,,,"цитировать","Общение","Глаголы"
"urge","[ɜːʤ]",,,,,"торопить","Общение","Глаголы"
"whisper","[ˈwɪspə]",,,,,"шептать","Общение","Глаголы"
"favor (favour)","[ˈfeɪvə]",,,,,"быть благосклонным","Общение","Глаголы"
"comment","[ˈkɒmɛnt]",,,,,"коментировать","Общение","Глаголы"
"negotiate","[nɪˈgəʊʃɪeɪt]",,,,,"вести переговоры","Общение","Глаголы"
"advise","[ədˈvaɪz]",,,,,"советовать","Общение","Глаголы"
"criticize","[ˈkrɪtɪsaɪz]",,,,,"критиковать","Общение","Глаголы"
"assure","[əˈʃʊə]",,,,,"уверять","Общение","Глаголы"
"yell","[jɛl]",,,,,"кричать","Общение","Глаголы"
"communicate","[kəˈmjuːnɪkeɪt]",,,,,"общаться","Общение","Глаголы"
"disagree","[ˌdɪsəˈgriː]",,,,,"не соглашаться","Общение","Глаголы"
"proceed","[prəˈsiːd]",,,,,"переходить к чему-то","Общение","Глаголы"
"translate","[trænsˈleɪt]",,,,,"переводить","Общение","Глаголы"
"interpret","[ɪnˈtɜːprɪt]",,,,,"толковать","Общение","Глаголы"
"pause","[pɔːz]",,,,,"делать паузу","Общение","Глаголы"
"imply","[ɪmˈplaɪ]",,,,,"предполагатьь","Общение","Глаголы"
"respect","[rɪsˈpɛkt]",,,,,"уважать","Общение","Глаголы"
"characterize","[ˈkærɪktəraɪz]",,,,,"характеризовать","Общение","Глаголы"
"appeal","[əˈpiːl]",,,,,"апеллировать","Общение","Глаголы"
"stress","[strɛs]",,,,,"делать ударение","Общение","Глаголы"
"doubt","[daʊt]",,,,,"сомневаться","Общение","Глаголы"
"guarantee","[ˌgærənˈtiː]",,,,,"гарантировать","Общение","Глаголы"
"honor","[ˈɒnə]",,,,,"уважать","Общение","Глаголы"
"encounter","[ɪnˈkaʊntə]",,,,,"встречать","Общение","Глаголы"
"dominate","[ˈdɒmɪneɪt]",,,,,"доминировать","Общение","Глаголы"
"accept","[əkˈsɛpt]",,,,,"принимать","Общение","Глаголы"
"let (let, let)","[lɛt]",,,,,"позволять","Общение","Глаголы"
"date","[deɪt]",,,,,"ходить на свидания","Общение","Глаголы"
"win (won, won)","[wɪn]",,,,,"побеждать","Борьба","Глаголы"
"kill","[kɪl]",,,,,"убивать","Борьба","Глаголы"
"hit (hit, hit)","[hɪt]",,,,,"ударить","Борьба","Глаголы"
"fight (fought, fought)","[faɪt]",,,,,"драться","Борьба","Глаголы"
"shoot (shot, shot)","[ʃuːt]",,,,,"стрелять","Борьба","Глаголы"
"protect","[prəˈtɛkt]",,,,,"защищать","Борьба","Глаголы"
"force","[fɔːs]",,,,,"принуждать","Борьба","Глаголы"
"beat (beat, beaten)","[biːt]",,,,,"бить","Борьба","Глаголы"
"hurt (hurt, hurt)","[hɜːt]",,,,,"причинять боль","Борьба","Глаголы"
"strike (struck, struck)","[straɪk]",,,,,"ударять","Борьба","Глаголы"
"threaten","[ˈθrɛtn]",,,,,"угрожать","Борьба","Глаголы"
"destroy","[dɪsˈtrɔɪ]",,,,,"уничтожать","Борьба","Глаголы"
"fire","[ˈfaɪə]",,,,,"стрелять","Борьба","Глаголы"
"attack","[əˈtæk]",,,,,"атаковать","Борьба","Глаголы"
"struggle","[ˈstrʌgl]",,,,,"бороться","Борьба","Глаголы"
"capture","[ˈkæpʧə]",,,,,"захватывать","Борьба","Глаголы"
"defend","[dɪˈfɛnd]",,,,,"защищать","Борьба","Глаголы"
"kick","[kɪk]",,,,,"пинать","Борьба","Глаголы"
"eliminate","[ɪˈlɪmɪneɪt]",,,,,"устранять","Борьба","Глаголы"
"score","[skɔː]",,,,,"набирать очки","Борьба","Глаголы"
"aim","[eɪm]",,,,,"целиться","Борьба","Глаголы"
"compete","[kəmˈpiːt]",sport,,,,"соревноваться","Борьба","Глаголы"
"confront","[kənˈfrʌnt]",,,,,"противостоять","Борьба","Глаголы"
"resist","[rɪˈzɪst]",,,,,"сопротивляться","Борьба","Глаголы"
"target","[ˈtɑːgɪt]",,,,,"целиться","Борьба","Глаголы"
"overcome","[ˌəʊvəˈkʌm]",,,,,"преодолевать","Борьба","Глаголы"
"give up (gave, given)","[gɪv ʌp]",,,,,"сдаваться","Борьба","Глаголы"
"surrender","[səˈrɛndə]",,,,,"сдаваться","Борьба","Глаголы"
"cost (cost, cost)","[kɒst]",,,,,"стоить","Экономика, бизнес","Глаголы"
"earn","[ɜːn]",,,,,"зарабатывать","Экономика, бизнес","Глаголы"
"make money","[meɪk ˈmʌni]",,,,,"зарабатывать","Экономика, бизнес","Глаголы"
"promote","[prəˈməʊt]",,,,,"продвигать","Экономика, бизнес","Глаголы"
"charge","[ʧɑːʤ]",,,,,"брать плату","Экономика, бизнес","Глаголы"
