"text","transcription",lang,text2,transcription2,lang2,"translation","category","partOfSpeech"
"burden","[ˈbɜːdn]",,,,,"бремя","Психология, чувства","Существительные"
"burn","[bɜːn]",,,,,"сжигать","Физические действия (человека)","Глаголы"
"bury","[ˈbɛri]",,,,,"хоронить","Человек","Глаголы"
"bus","[bʌs]",,,,,"автобус","Транспорт","Существительные"
"business","[ˈbɪznɪs]",,,,,"бизнес","Экономика, бизнес","Существительные"
"busy","[ˈbɪzi]",,,,,"занятый","Человек","Прилагательные"
"but","[bʌt]",Proud but small,,,,"но (Гордая, но маленькая)","","Союзы"
"butter","[ˈbʌtə]",,,,,"сливочное масло","Еда","Существительные"
"button","[ˈbʌtn]",,,,,"кнопка (пуговица)","Одежда","Существительные"
"buy","[baɪ]",,,,,"покупать","Экономика, бизнес","Глаголы"
"buyer","[ˈbaɪə]",,,,,"покупатель","Экономика, бизнес","Существительные"
"by","[baɪ]",house by the lake,,,,"около, у (дом у реки)","Предлоги места","Предлоги"
"by","[baɪ]",by two o'clock,,,,"к какому-то времени (к двум часам)","Предлоги времени","Предлоги"
"by means of","[baɪ miːnz ɒv]",by means of tools,,,,"с помощью (с помощью инструментов)","Разные предлоги","Предлоги"
"cabinet","[ˈkæbɪnɪt] ",,,,,"кабинет министров","Государство и общество","Существительные"
"cake","[keɪk]",,,,,"пирог, торт","Еда","Существительные"
"call","[kɔːl]",,,,,"звать, звонить","Общение","Глаголы"
"call","[kɔːl]",,,,,"телефонный звонок","Информационные технологии","Существительные"
"camera","[ˈkæmərə]",,,,,"фотокамера, видеокамера","Живопись, фотография","Существительные"
"camp","[kæmp]",,,,,"лагерь","Мир, природа","Существительные"
"campaign","[kæmˈpeɪn]",,,,,"кампания","Государство и общество","Существительные"
"campus","[ˈkæmpəs]",,,,,"кампус","Учеба","Существительные"
"can","[kæn]",,,,,"консервная банка","Дом, быт","Существительные"
"can (could)","[kæn]",,,,,"мочь","Чувства, мышление, восприятие","Глаголы"
"cancer","[ˈkænsə]",,,,,"рак (болезнь)","Медицина","Существительные"
"candidate","[ˈkændɪdɪt]",,,,,"кандидат","Государство и общество","Существительные"
"cap","[ˈkæp]",,,,,"кепка","Одежда","Существительные"
"capability","[ˌkeɪpəˈbɪlɪti]",,,,,"способность","Мышление","Существительные"
"capable","[ˈkeɪpəbl]",,,,,"способный","Человек","Прилагательные"
"capacity","[kəˈpæsɪti]",,,,,"вместимость","Физические явления, характеристики","Существительные"
"capital","[ˈkæpɪtl]",,,,,"капитал","Экономика, бизнес","Существительные"
"capture","[ˈkæpʧə]",,,,,"захватывать","Борьба","Глаголы"
"car","[kɑː]",,,,,"автомобиль","Транспорт","Существительные"
"card","[kɑːd]",,,,,"карточка","Дом, быт","Существительные"
"care","[keə]",,,,,"заботиться","Общение","Глаголы"
"care","[keə]",,,,,"уход","Медицина","Существительные"
"career","[kəˈrɪə]",,,,,"карьера","Работа, карьера","Существительные"
"careful","[ˈkeəfʊl]",,,,,"осторожный","Человек","Прилагательные"
"carefully","[ˈkeəfli]",,,,,"тщательно","Образа действия","Наречия"
"carry","[ˈkæri]",,,,,"нести","Движение","Глаголы"
"case","[keɪs]",,,,,"дело (случай)","Работа, карьера","Существительные"
"case","[keɪs]",,,,,"кейс (футляр)","Дом, быт","Существительные"
"cash","[kæʃ]",,,,,"наличные","Экономика, бизнес","Существительные"
"casualty","['kæʒjuəltɪ]",,,,,"жертва","Армия","Существительные"
"cat","[kæt]",,,,,"кот","Животные, растения","Существительные"
"catch","[kæʧ]",,,,,"ловить","Физические действия (человека)","Глаголы"
"category","[ˈkætɪgəri]",,,,,"категория","Логика","Существительные"
"cause","[kɔːz]",,,,,"причинять","Работа, сотрудничество","Глаголы"
"cause","[kɔːz]",,,,,"причина","Логика","Существительные"
"ceiling","[ˈsiːlɪŋ]",,,,,"потолок","Дом, быт","Существительные"
"celebrate","[ˈsɛlɪbreɪt]",,,,,"праздновать","Дом, быт, развлечения","Глаголы"
"celebrity","[sɪˈlɛbrɪti]",,,,,"знаменитость","Кино, театр, музыка","Существительные"
"cell","[sɛl]",,,,,"клетка (биол.)","Животные, растения","Существительные"
"cell","[sɛl]",prison,,,,"камера (тюремная), клетка","Закон","Существительные"
"center","[ˈsɛntə]",,,,,"центр","Пространство","Существительные"
"central","[ˈsɛntrəl]",,,,,"центральный","Пространство и природа","Прилагательные"
"century","[ˈsɛnʧʊri]",,,,,"век","Время","Существительные"
"CEO","[siː-iː-əʊ]",,,,,"генеральный директор","Профессии, должности","Существительные"
"certain","[ˈsɜːtn]",,,,,"уверенный","Человек","Прилагательные"
"certainly","[ˈsɜːtnli]",,,,,"конечно","Вводные и соединительные слова","Наречия"
"chain","[ʧeɪn]",,,,,"цепь","Техника","Существительные"
"chair","[ʧeə]",,,,,"стул","Дом, быт","Существительные"
"chairman","[ˈʧeəmən]",,,,,"председатель","Профессии, должности","Существительные"
"challenge","[ˈʧælɪnʤ]",,,,,"бросать вызов","Общение","Глаголы"
"challenge","[ˈʧælɪnʤ]",,,,,"вызов, трудная задача","Сотрудничество","Существительные"
"chamber","[ˈʧeɪmbə]",,,,,"полость (палата)","Техника","Существительные"
"champion","[ˈʧæmpjən]",,,,,"чемпион","Спорт","Существительные"
"championship","[ˈʧæmpjənʃɪp]",,,,,"чемпионат","Спорт","Существительные"
